nickname,userId,privateAccount,signature,uniqueId,verified,videoId,createTime,likesCount,shareCount,commentCount,playCount,collectCount,description,url,timestamp,duration
Instagram | 7 milhões",enaldinho,True,7401974146852310278,1723406413,11700,490,168,636100,784,Direita ou esquerda com o homem mais forte do mundo 💪🏻🍕😮,https://www.tiktok.com/@enaldinho/video/7401974146852310278,2024-08-11 20:00:13,31
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7401168527299742981,1723218837,46000,1485,759,858700,2320,Comprei uma bola indestrutível 😮,https://www.tiktok.com/@enaldinho/video/7401168527299742981,2024-08-09 15:53:57,49
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7400929835662593285,1723163263,16200,362,222,1000000,852,Teste da conexão com a minha namorada 😂❤️ @Anna Clara Rios ,https://www.tiktok.com/@enaldinho/video/7400929835662593285,2024-08-09 00:27:43,18
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7399674748206107909,1722871038,11500,190,188,289100,804,Construí um gelo indestrutível 😯,https://www.tiktok.com/@enaldinho/video/7399674748206107909,2024-08-05 15:17:18,37
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7398943499204300038,1722700783,24600,1055,290,1100000,1384,Tanto trabalho pra nada 😂 @Biel Valadares ,https://www.tiktok.com/@enaldinho/video/7398943499204300038,2024-08-03 15:59:43,31
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7397916212312689925,1722461598,39600,1445,346,1600000,1957,Coloquei 100 peliculas no meu celular 😵😵,https://www.tiktok.com/@enaldinho/video/7397916212312689925,2024-07-31 21:33:18,39
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7397201059573255429,1722351600,8371,1523,280,555000,705,POR QUEEEE 🥲 @lvieiralari @brennermariano @bielvaladares,https://www.tiktok.com/@enaldinho/video/7397201059573255429,2024-07-30 15:00:00,15
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7397197570587528453,1722294275,14200,195,377,385000,1386,Quem é o melhor na máquina de pegar bichinhos?? 😂😂 @Brenner Mariano ,https://www.tiktok.com/@enaldinho/video/7397197570587528453,2024-07-29 23:04:35,38
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7397113603834301701,1722274729,14000,210,177,585500,1191,"Eu estava ansioso para encontrar todas as latas iradas da @coca_colabr Edição Limitada dos Heróis Marvel! 🤩 Além de terem uma experiência bizarra de realidade aumentada que faz você ficar pertinho do seu herói favorito, ao se cadastrar no QR Code você concorre à prêmios insanos! 😮 Não vai esperar um sinal para correr atrás das suas, né? Bora! 🏃‍♂️👊🏻 @cocacola_br #Marvel #CocaCola Certificados de Autorização SPA/ME nº 05.033663/2024 e SPA/ME nº 04.033666/2024. Leia os regulamentos completos, veja a data do sorteio e demais informações no site http://www.coca-cola.com/br/pt/offerings/marvel",https://www.tiktok.com/@enaldinho/video/7397113603834301701,2024-07-29 17:38:49,28
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7396082813335768325,1722034729,9709,154,211,319100,799,"Fala, galera! Vim aqui dar uma dica de amigo, para vocês não perderem a chance de participar da campanha Junte seus Heróis da Coca-Cola edição Limitada dos Heróis Marvel, e ganhar prêmios INSANOSSS!! 🤩 É bem fácil: 1️⃣ Com sua lata em mãos; 2️⃣ Escaneie o QR Code;  3️⃣ Cadastre-se pelo site 4️⃣ Escolha a lata que você escaneou; 5️⃣ Colete o personagem;concorra ganhando números da sorte!  De boa, né? AGORA É SÓ TORCER! 🤞🏻 #Marvel #CocaCola *publi Certificados de Autorização SPA/ME nº 05.033663/2024 e SPA/ME nº 04.033666/2024. Leia os regulamentos completos, veja a data do sorteio e demais informações no site www.coca-cola.com/br/pt/offerings/marvel",https://www.tiktok.com/@enaldinho/video/7396082813335768325,2024-07-26 22:58:49,25
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7396073150951230726,1722032478,9843,117,141,297700,702,Fretei um jato pra gravar com o @MrBeast 😮,https://www.tiktok.com/@enaldinho/video/7396073150951230726,2024-07-26 22:21:18,49
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7395579882345925893,1721917629,9772,136,172,1000000,661,"Galeraaaa! Fui escolhido para contar essa super novidades para vocês. A Coca-Cola edição limitada dos Herois Marvel. Collab irada, né? São várias latas diferentes e com uma surpresa insana! É só apontar a câmera do seu celular para o qr code para ter uma experiência surreal de Realidade Aumentada!!! E aí, curtiram a novidade? Em breve vou trazer mais novidades 👀 #CocaCola #Marvel *publi  Certificados de Autorização SPA/ME nº 05.033663/2024 e SPA/ME nº 04.033666/2024. Leia os regulamentos completos, veja a data do sorteio e demais informações no site www.coca-cola.com/br/pt/offerings/marvel ",https://www.tiktok.com/@enaldinho/video/7395579882345925893,2024-07-25 14:27:09,36
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7394606867453840645,1721691081,9981,179,158,811900,679,SIM ou NÃO?? 😂 @@lvieiralari ,https://www.tiktok.com/@enaldinho/video/7394606867453840645,2024-07-22 23:31:21,43
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7393488579151858949,1721574000,11800,167,150,1200000,906,Teriam coragem de usar essa roupa?? 🤣🤣 @viniwillen,https://www.tiktok.com/@enaldinho/video/7393488579151858949,2024-07-21 15:00:00,28
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7393488245889273094,1721487600,39400,2978,633,809300,3199,Um amigo novo!! 👀 @viniwillen,https://www.tiktok.com/@enaldinho/video/7393488245889273094,2024-07-20 15:00:00,51
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7393487557830495493,1721430473,92700,1028,656,1400000,6211,Gravei com o @MrBeast 😮,https://www.tiktok.com/@enaldinho/video/7393487557830495493,2024-07-19 23:07:53,51
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7393122888871709957,1721345566,7891,188,147,770700,537,Alguem entendeu?? 🤣🍉 @Jéssica Souza ,https://www.tiktok.com/@enaldinho/video/7393122888871709957,2024-07-18 23:32:46,15
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7389700992947735813,1721142000,9406,278,141,400800,652,Não brinque com o banheiro!! 🚽,https://www.tiktok.com/@enaldinho/video/7389700992947735813,2024-07-16 15:00:00,27
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7389700021127630086,1721055600,62400,7987,1619,1100000,3194,Minha planta carnívora 🤣🌵,https://www.tiktok.com/@enaldinho/video/7389700021127630086,2024-07-15 15:00:00,26
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7389699059658902789,1720969800,12400,367,164,232100,788,Comprei um toboágua inflável para minha casa!! 😍😍,https://www.tiktok.com/@enaldinho/video/7389699059658902789,2024-07-14 15:10:00,25
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7389698350016204038,1720883400,28000,746,365,888700,1613,O Spike está doente 😢🦔,https://www.tiktok.com/@enaldinho/video/7389698350016204038,2024-07-13 15:10:00,36
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7389696338784472325,1720796400,7135,64,99,414900,376,Qual elemento é melhor para escapar?? 👀👀,https://www.tiktok.com/@enaldinho/video/7389696338784472325,2024-07-12 15:00:00,24
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7389695397318397189,1720710600,39500,499,1341,2400000,4117,Vocês venceriam esse desafio?? 🤣🤣,https://www.tiktok.com/@enaldinho/video/7389695397318397189,2024-07-11 15:10:00,45
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7387217000755432709,1720623600,8577,104,114,835200,526,Sim ou Não?? 🤷‍♂️🤷‍♂️🤷‍♂️ @lvieiralari,https://www.tiktok.com/@enaldinho/video/7387217000755432709,2024-07-10 15:00:00,34
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7387216291188296966,1720537200,16300,198,148,1600000,938,Desafio do cachorro quente 🌭😄,https://www.tiktok.com/@enaldinho/video/7387216291188296966,2024-07-09 15:00:00,30
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7387213974774877446,1720364400,7814,89,143,298900,553,Boa forma para escolher quem joga!! ✅😂 @nicolasgommes,https://www.tiktok.com/@enaldinho/video/7387213974774877446,2024-07-07 15:00:00,37
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7387213342651190533,1720278000,36600,1010,396,3700000,4435,Ninguém mandou demorar 🤣🤷‍♂️ @vishtigs,https://www.tiktok.com/@enaldinho/video/7387213342651190533,2024-07-06 15:00:00,41
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7387212302669335813,1720193700,52700,1274,458,1300000,2498,Em busca do círculo perfeito!! @viniwillen @lvieiralari,https://www.tiktok.com/@enaldinho/video/7387212302669335813,2024-07-05 15:35:00,47
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7387211434947529989,1720105200,4018,85,83,392100,319,Nutella vs. Doritos 🤣🤣 @viniwillen,https://www.tiktok.com/@enaldinho/video/7387211434947529989,2024-07-04 15:00:00,30
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7387210333003205894,1720018800,15200,134,117,1000000,930,Esquerda ou direita?? 👀👀,https://www.tiktok.com/@enaldinho/video/7387210333003205894,2024-07-03 15:00:00,20
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7387026759381683462,1719926198,113100,559,552,5000000,3456,Assistam até o final 🤣 @Jéssica Souza @Nicolas Gomes ,https://www.tiktok.com/@enaldinho/video/7387026759381683462,2024-07-02 13:16:38,30
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7386048094787423494,1719698338,6482,77,97,292900,416,Quem comeu a pior comida?? 🤢 @Vini @@lvieiralari ,https://www.tiktok.com/@enaldinho/video/7386048094787423494,2024-06-29 21:58:58,29
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7385669582121487622,1719610208,6609,48,91,236500,420,Valeu ou não valeu?? 😂😂 @Jéssica Souza @Nicolas Gomes ,https://www.tiktok.com/@enaldinho/video/7385669582121487622,2024-06-28 21:30:08,18
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7384941952799657222,1719440794,5609,56,130,172600,323,Qual divertidamente é vc?? 😂 @Biel Valadares @TIGS @@lvieiralari @Jéssica Souza @Vini ,https://www.tiktok.com/@enaldinho/video/7384941952799657222,2024-06-26 22:26:34,14
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7384234126989167877,1719275991,27000,534,429,467900,1575,Alguém entendeu?? 🤣🤣 @@lvieiralari ,https://www.tiktok.com/@enaldinho/video/7384234126989167877,2024-06-25 00:39:51,51
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7383858226682416390,1719188468,11300,65,145,332600,593,Quem foi o pior?? 🤣 @Brenner Mariano @LUISIN @TIGS ,https://www.tiktok.com/@enaldinho/video/7383858226682416390,2024-06-24 00:21:08,37
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7383355307428285702,1719071372,15700,273,258,741700,1099,Vocês conseguiriam jogar ioiô chinês?? 🤔,https://www.tiktok.com/@enaldinho/video/7383355307428285702,2024-06-22 15:49:32,46
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7382726299162316038,1718924920,13800,352,220,424300,1147,Placa de esmeralda 😍 ,https://www.tiktok.com/@enaldinho/video/7382726299162316038,2024-06-20 23:08:40,59
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7382356368872836357,1718838791,7653,59,111,761600,396,😂😂😂 @@lvieiralari ,https://www.tiktok.com/@enaldinho/video/7382356368872836357,2024-06-19 23:13:11,25
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7381637942487289093,1718671517,30100,750,379,1600000,1765,Gostaram da ideia?? 🤣,https://www.tiktok.com/@enaldinho/video/7381637942487289093,2024-06-18 00:45:17,36
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7381234142991633669,1718577503,5233,65,55,290500,422,Comprei um microscópio ultrapotente 😮,https://www.tiktok.com/@enaldinho/video/7381234142991633669,2024-06-16 22:38:23,48
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7380495927951346950,1718405623,10200,141,159,399800,754,Um zumbi comeu minha língua 🥵🧟‍♂️ @TIGS ,https://www.tiktok.com/@enaldinho/video/7380495927951346950,2024-06-14 22:53:43,57
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7380153791846436102,1718325963,7249,89,158,277900,579,Vcs teriam coragem?? @LUISIN ,https://www.tiktok.com/@enaldinho/video/7380153791846436102,2024-06-14 00:46:03,48
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7379783625501428998,1718239776,29300,432,401,1300000,2008,Eu vs o homem mais forte do mundo 😮,https://www.tiktok.com/@enaldinho/video/7379783625501428998,2024-06-13 00:49:36,49
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7379403884546051333,1718151362,91200,1954,1001,3300000,6053,Desafio do fone de ouvido com os rosa 😂 @Anna Clara Rios @Emilly Vick @Katlen Martins @void @Robson Abreu ,https://www.tiktok.com/@enaldinho/video/7379403884546051333,2024-06-12 00:16:02,44
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7379038899554880773,1718066381,151700,10800,3873,2100000,7170,Esse vídeo é para quem é curioso para saber como é feito o meu boneco 😮,https://www.tiktok.com/@enaldinho/video/7379038899554880773,2024-06-11 00:39:41,38
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7378651007628184838,1717976069,10900,904,133,513300,706,Sendo um médico um pouco diferente 😂,https://www.tiktok.com/@enaldinho/video/7378651007628184838,2024-06-09 23:34:29,30
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7377554551815113989,1717720779,6985,75,145,165000,442,Melhor invenção dos últimos tempos 😂,https://www.tiktok.com/@enaldinho/video/7377554551815113989,2024-06-07 00:39:39,22
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7376762160711470342,1717536287,4024,103,112,173700,240,O que aconteceu aqui?? 😂,https://www.tiktok.com/@enaldinho/video/7376762160711470342,2024-06-04 21:24:47,15
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7376406128021851398,1717453390,55500,1446,705,1900000,4838,Balão gigante 🎈,https://www.tiktok.com/@enaldinho/video/7376406128021851398,2024-06-03 22:23:10,33
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7375913527036497158,1717338699,50700,4494,655,1400000,2704,Encontei um tubarão 🥵🦈,https://www.tiktok.com/@enaldinho/video/7375913527036497158,2024-06-02 14:31:39,34
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7375246907939081477,1717183489,4929,89,113,297100,403,Os insetos mais nojentos 🤢🤮,https://www.tiktok.com/@enaldinho/video/7375246907939081477,2024-05-31 19:24:49,35
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7374856431348075781,1717092574,11300,97,141,338000,744,LASER vs BONECO INDESTRUTIVEL. Quem vence? 😂😂,https://www.tiktok.com/@enaldinho/video/7374856431348075781,2024-05-30 18:09:34,36
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7374570167977708805,1717025923,7555,131,76,446900,470,Vcs teriam coragem de experimentar?? 😮,https://www.tiktok.com/@enaldinho/video/7374570167977708805,2024-05-29 23:38:43,42
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7374132493051530502,1716924018,3180,34,70,72500,207,Quem mais desafios assim? 😮 @LUISIN @Brenner Mariano ,https://www.tiktok.com/@enaldinho/video/7374132493051530502,2024-05-28 19:20:18,46
